ddt.unwedding.txt: 离婚
tank.equipAmulet.notReplace: 当前没有新属性可替换
shop.ShopRightView.SubBtn.glasses: 眼镜
tank.farm.area.dateTip: 不足一分钟
tank.farm.notBoss: 暂无老板
tank.view.effort.EffortCategoryTitleItem.FIGHT: 战 斗
tank.equipAmulet.replaceComplete: 替换成功
shop.ShopRightView.SubBtn.ring: 饰品
tank.farm.notRedeemSelfTips: 合同仍在保护期中，还不能赎身哦
tank.fogFight.txt1: 初级挑战,中级挑战,高级挑战
tank.view.effort.EffortCategoryTitleItem.HONOR: 奖 励
tank.equipAmulet.notEquipAmulet: 未装备护身符
shop.ShopRightView.SubBtn.hair: 头发
supremacyContend.reportListData.loadError: 至尊之巅战报模板数据加载失败!
FPSView.as.InviteAlertPanel.supremacyContendInvite.roomDes: 组队成功后,本届比赛将不可更改队员!
tank.view.effort.EffortRigthItemView.honorName: 奖励:
tank.equipAmulet.notActivateAmulet: 未洗炼
tank.farm.redeemSelfTips: 您确定是否花费<font color='#ff0000'>{0}庄园币</font>为自己赎身?赎身成功后您将不再受雇于他人
shop.ShopRightView.SubBtn.eye: 眼睛
tank.farm.hire.protectDate: 保护截止时间：{0}
tank.view.caddy.convertedAll: 您确定将开出来的道具替换成<FONT SIZE='16' COLOR='#FF0000'>{0}</FONT>点积分
tank.view.effort.EffortRigthItemView.honorNameII: 称号
tank.equipAmulet.notPropertyLock: 当前没有属性可以锁定
shop.ShopRightView.SubBtn.face: 脸饰
tank.farm.protectBuyTip: 确定花费<font color='#ff0000'>{0}点券</font>保护您<font color='#00941F'>{1}天</font>不受雇于他人，为他人工作？
tank.view.effort.EffortRigthItemView.honorNameIII: 和
tank.equipAmulet.activatePhase: 当前洗炼阶段:{0}
shop.ShopRightView.SubBtn.suit: 套装
tank.farm.employpeeRotectBuyTip: 确定花费<font color='#ff0000'>{0}点券</font>保护您的雇员<font color='#00941F'>{1}天</font>不被他人买断？
tank.fogFight.txt2: 未死亡不能退出战斗！
goldmine.title: 聚宝盆
tank.view.effort.EffortRigthItemView.honorNameIV: 奖励物品:
shop.ShopRightView.SubBtn.wing: 装饰
tank.farm.employpeeRotectDate: 合约保护期截止期：{0}
FPSView.as.InviteAlertPanel.map:  地图名称：
tank.view.effort.EffortRigthItemView.honorNameV: 奖励称号:
shop.ShopRightView.SubBtn.func: 功能类
goldmine.beginTips: 聚宝盆活动已经开启！
tank.farm.workerNotMood: 体力值已满，不能喂食
tank.view.caddy.exchangeAll: <p align="center">您可兑换<FONT SIZE='16' COLOR='#FF0000'>{0}</FONT>个天使赐福</p>
<FONT SIZE='16' COLOR='#FF0000'>注：每30点积分兑换一个天使赐福</FONT>
tank.view.effort.EffortRigthItemView.achievementPoint: 成就点数:
shop.ShopRightView.SubBtn.special: 特殊类
goldmine.endTips: 聚宝盆活动已经结束!
tank.farm.notOpen: {0}暂未开放,{1}级庄园可解锁{2}!
church.weddingRoom.frame.AddWeddingRoomFrame.time: 0小时0分
tank.view.effort.EffortRightItemView.academyValue: 师徒值
tank.fashion.voteTarget0: 左侧
shop.ShopRightView.SubBtn.giftMedalAll: 全部
goldmine.nextScoreLeft: 只需再充值
tank.farm.workerTipsDecs1: 农场
tank.equipAmulet.activatePhaseTip: {0}上限:{1}
goldmine.nextScoreRight: 点券即可获得1次机会
tank.view.effort.EffortPullDodnMenu.FULL: 全部
shop.ShopRankingView.SearchBtnText: 搜索
tank.farm.workerTipsDecs2: 鱼塘
FPSView.as.InviteAlertPanel.huihetime:  回合时间：
tank.view.effort.EffortPullDodnMenu.ACQUIRE: 已完成
shop.ShopRankingView.RankBtnText: 排行
goldmine.comfirmTxt: 是否消耗{0}点券，获得180%~220%的绑定点券返利？
tank.farm.workerTipsDecs3: 矿洞
supremacyContend.reportPkgData.loadError: 至尊之巅战报指令模板数据加载失败!
tank.view.daddy.SilverAward: 若您再开启4个天使魔罐就可获得华丽的银罐一个！
tank.view.effort.EffortPullDodnMenu.INCOMPLETE: 未完成
shop.ShopRankingView.PurchaseBtnText: 限购
goldmine.noTimesTxt: 聚财次数不足，请进行充值获取！
tank.farm.workerTipsDecs4: 牧场
goldmine.getRewardTxt: 恭喜你聚财成功，获得{0}绑定点券。已发送至邮箱
tank.view.rouletteview.close: 确定退出梦幻轮盘
tank.fashion.voteTarget1: 中间
store.view.fusion.AccessoryDragInArea.overdue:  此物品已过期
tank.farm.workerGrade: {0}等级：
tank.equipAmulet.activateGrade: 当前洗炼等级:{0}
ddt.view.academyCommon.academyRequest.AcademyRequestApprenticeFrame.title: 收徒
tank.view.im.IMController.addBlackList: 您的黑名单人数超过100人，请删除部分后再进行添加
store.view.fusion.LoadStrengthenListError: 加载强化列表失败！
goldmine.emptyTxt: 聚宝盆已空，请明日再进行聚财！
tank.farm.worker.farmer: 农夫
FPSView.as.InviteAlertPanel.second:  秒
tank.view.im.IMController.addFriend: 您的好友人数超过{0}人，请删除部分后再进行添加
store.view.evolution.alter.title: 进化
goldmine.infoWord: 每天累计充值达{0}、{1}、{2}、{3}、{4}点券即可获得一次聚宝机会。
tank.farm.worker.fisher: 渔夫
tank.view.daddy.SilverBless: 若您再开启4个天使赐福就可获得华丽的银赐福一个！
tank.consortia.myconsortia.MyConsortiaMemberList.tipArr.battle: 会员的战斗力
store.frame.evolution.band.prompt: <font color='#ff0000'>注:吞噬绑定道具会改变绑定状态</font>
goldmine.fullMineTime: 充值可获得次数已满
tank.farm.worker.miner: 矿工
tank.view.bagII.BagIIView.bagContinue: 续费
tank.consortia.myconsortia.MyConsortiaMemberList.tipArr.contribute: 成员对公会贡
献总值
tank.fashion.voteTarget2: 右侧
stor.view.evolution.alter.selectNum: 请输入需要吞噬的数量
tank.data.EquipType.specialCardBox: 特定卡盒
tank.farm.worker.herdsman: 牧民
tank.equipAmulet.activateGradeTip: {0}下限:{1}
consortiadomain.enterSceneAlert: 您确定现在进入公会领地吗？
tank.consortia.myconsortia.MyConsortiaMemberList.tipArr.weekcontribute: 成员对公会周
贡献值
store.view.fusion.AccessoryDragInArea.type:  该类物品已满或类型不符!
tank.farm.worker.tips1: {0}在农场中可以提高农作物<font color='#18FF0D'>{1}%</font>的生长速度，且有概率在种植过程中额外收获稀有作物
FPSView.as.InviteAlertPanel.nochoice: 未选
tank.menu.fire: 开除
store.view.fusion.AccessoryDragInArea.more:  您不能放入更多!
consortiadomain.leaveSceneAlert: 确定要离开公会领地吗？
tank.farm.worker.tips4: {0}在牧场中可以提高幼崽<font color='#18FF0D'>{1}%</font>的成长速度，且有概率在饲养过程中额外收获稀有动物
tank.consortia.myconsortia.systemWord: 点击此处编辑公告
tank.view.daddy.GoldAward: 若您再开启17个天使魔罐就可获得耀眼的金罐一个！
tank.consortia.myconsortia.frame.MyConsortiaInfoPanel.week: /周
consortiadomain.activityEndAlert: 怪物攻城活动
tank.farm.worker.tips2: {0}在鱼塘中可以提高鱼苗<font color='#18FF0D'>{1}%</font>的成长速度，且有概率在饲养过程中额外收获稀有鱼
consortiadomain.activityActiveAlert: 首次更新需要在公会界面右上角激活建筑后才可以进入公会领地
tank.equipAmulet.activateGradeCount: 升级洗炼次数：{0}/{1}
tank.fashion.lookCurrentRank.btnLable: 查看本次排行榜
tank.view.rouletteview.quit: 梦幻轮盘正在转动,无法关闭
tank.farm.worker.tips3: {0}在采矿过程中可以提高矿洞<font color='#18FF0D'>{1}%</font>的开采速率，且有概率额外收获稀有矿藏
consortiadomain.activateSuccess: 公会建筑已激活，可进入公会领地
tank.view.daddy.GoldBless: 若您再开启17个天使赐福就可获得耀眼的金赐福一个！
tank.farm.fight.noEmployee: 庄园守卫战进行中，不可进行该操作!
baglocked.SetPassFrame1.titText1: 1/3: 二级密码设置
consortiadomain.canGradeUp: 可升级
tank.farm.buffTips: 当前庄园生产速度提高：{0}%
有效期：{1}
baglocked.SetPassFrame1.inputTextInfo1: 请输入密码:
tank.equipAmulet.dated: 当前装备护身符已过期
consortiadomain.buildBeBeatTip: 被攻击中...
tank.farm.openActivityTis: 确认开启昆虫来袭活动？
baglocked.SetPassFrame1.inputTextInfo2: (密码长度为6~14位)
tank.fashion.lookLastTimeRank.btnLable: 查看上次排行榜
consortiadomain.buildRepairTip: 有{0}名成员，{1}个机器人正在努力修复中...
texpSystem.view.TexpView.avoidInjury: 免伤
baglocked.SetPassFrame1.inputTextInfo3: 请再次输入密码:
tank.view.bead.quickNoBuy: 请至少选择一类物品
consortiadomain.buildWaitRepairTip: 等待修复中...
texpSystem.view.TexpView.mustResist: 必抗
baglocked.SetPassFrame1.inputTextInfo4: 温馨提示:请牢记你的二级密码!
supremacyContend.confirmTeam.msg: 本月比赛中，双方将组成固定队伍进行比赛
consortiadomain.activeNotOpen: 一大波怪物正要对公会进行攻击，公会将开启守护模式，等活动开启后再进入。
texpSystem.view.TexpView.toughness: 韧性
baglocked.SetPassFrame2.titText2: 2/3: 密码保护信息设置
ddt.view.academyCommon.academyRequest.AcademyRequestApprenticeFrame.explainText: 留下你的收徒承诺吧！
consortiadomain.focusLeaveSceneAlert: 一大波怪物正要对公会进行攻击，公会将开启守护模式，请暂离公会领地，等活动开启后再进入。
texpSystem.view.TexpView.guard: 守护
baglocked.SetPassFrame2.question1: 问题一:
tank.equipAmulet.closeFrameTip: 当前有洗炼属性未替换,是否放弃当前洗炼属性?
tank.fashion.voteTargetDesc: 我为{0}选手带盐，快与我投一票吧
consortiadomain.focusLeaveSceneBtnName: 暂离
texpSystem.view.TexpView.fireResist: 火抗
baglocked.SetPassFrame2.answer1: 答案一:
tank.view.bead.title: 开启宝珠
consortiadomain.activeOpenAleart: 一大波怪物正在进攻公会，请求支援，是否前往？
texpSystem.view.TexpView.waterResist: 水抗
baglocked.SetPassFrame2.inputTextInfo1: (答案长度最多为40位)
consortiadomain.clickChatLinkEnterScene: 一大波怪物正在进攻公会，请求支援，|立即前往
texpSystem.view.TexpView.windResist: 风抗
baglocked.SetPassFrame2.textInfo2_7: 以上信息一经填写不可更改或删除。为了避免遗忘，请填写真实信息，这将有助于您通过回答问题快速找回二级密码。
tank.equipAmulet.lockPropertyTip: 最多只能锁定3个属性
consortiadomain.focusLeaveSceneCountDown: 暂离公会领地倒计时：{0}秒
texpSystem.view.TexpView.soilResist: 土抗
baglocked.SetPassFrame2.question2: 问题二:
tank.fashion.voteRedPackageNuberNotNull: 红包数量不能为空!
consortiadomain.retryOpenView: 请重新打开公会面板再进入公会领地
texpSystem.view.TexpView.lightResist: 光抗
baglocked.SetPassFrame2.answer2: 答案二:
tank.view.bead.rightTitleTip: 点击选择所要开启的宝珠类型
consortiadomain.leaveRepairBuildAlert: 您确定退出对{0}的修复吗？人越多建筑修复的越快哦！
texpSystem.view.TexpView.darkResist: 暗抗
baglocked.SetPassFrame3.titText3: 3/3: 密码保护信息确认
tank.goldHappy.awardType2: 总奖池{0}%的绑定点券
consortiadomain.buildNameArr: ,保管箱,技能塔,商城,铁匠铺,主城
texpSystem.view.TexpCell.lsTexpCountToplimit: 您今天可使用培元药水的数量已到上限！
baglocked.SetPassFrame3.textInfo3_7: 以上是您刚刚设置的密保信息，请依次做出回答，以便进行确认。
tank.equipAmulet.maxGrade: Max
consortiadomain.killRankView.title.rank: 排行
texpSystem.view.TextCell.lsTexpTips: 请放入培元药水!
baglocked.BagLockedGetFrame.Text4: 请输入二级密码进行解锁
tank.fashion.voteConfirmAlert: 确定投给{0}选手吗?
consortiadomain.killRankView.title.playerName: 玩家名字
tank.helloween.txt1: 请填写供养数量！
baglocked.unlockFrame.forgetPwd: 忘记密码
tank.view.bead.rightTitleTip2: 点击开启神秘卡盒
consortiadomain.killRankView.title.killNum: 击杀数
tank.helloween.txt2: 请填写供养倍数！
baglocked.UpdatePassFrame.Text5: 请输入旧密码:
consortiadomain.killRankView.myKill: 我的击杀：{0}
tank.helloween.roomName: 幽灵大捕捉副本
baglocked.UpdatePassFrame.Text6: 请输入新密码:
tank.equipAmulet.powerReplaceTip: 洗炼新属性战斗力低于原属性战斗力，是否替换为新属性？
consortiadomain.killRankView.notInRank: 未上榜
tank.helloween.txt3: 是否花费{0}点券进行供养？
baglocked.UpdatePassFrame.Text7: 请再次输入新密码:
tank.fashion.corssArea.sendRedLostMoney: 消耗点券:{0}
consortiadomain.nextWave.time: 下波怪：{0}:{1}:{2}
tank.helloween.txt4: 再来一次 ,三叉 ,道具+2,道具+1,双倍 ,三倍
baglocked.DelPassFrame.operationAlertInfo: 您今天还可以进行{0}次操作
tank.view.bead.rightTitleTip3: 点击开启随机卡盒
consortiadomain.activeOpen.time: 活动开始：{0}:{1}:{2}
tank.helloween.txt5: 购买战斗次数
tank.view.chat.ChatFacePannel.face1001: 微笑
chat.supremacyContend.battleNoticeBtn.txt: 战报
consortiadomain.buildState.fight: <FONT COLOR='#fd2524'><B>攻城中</B></FONT>
tank.helloween.txt6: 每天最多可购买2次战斗次数！
tank.view.chat.ChatFacePannel.face1002: 可怜
ddt.view.academyCommon.academyRequest.AcademyRegisterFrame.academyHonorLabel: 师徒称号：
consortiadomain.buildState.waitRepair: <FONT COLOR='#5ff700'><B>待修复</B></FONT>
tank.helloween.txt7: 是否花费{0}点券购买战斗次数！
tank.view.chat.ChatFacePannel.face1003: 色
tank.equipAmulet.starTip: {0}星
tank.fashion.corssAreaActivityTime: 周六、日，{0}开启全区选秀舞台
consortiadomain.myBankStopUse.activeOpen: 怪物攻城进行中，保管箱暂停使用
tank.helloween.txt8: 正在抽奖中，请稍后再试！
tank.view.chat.ChatFacePannel.face1004: 惊呆
tank.view.bead.buyNode: 您背包中没有该类宝珠,是否购买该类宝珠?
consortiadomain.myBankStopUse.waitRepair: 公会保管箱损坏，修复后方可使用
tank.helloween.txt9: 抽奖次数不足！
tank.view.chat.ChatFacePannel.face1005: 得意
consortiadomain.buildStopUse.activeOpen: 怪物攻城进行中所有公会建筑进入保护状态，公会建筑暂停使用。
tank.helloween.txt10: 进入战斗次数不足！
tank.view.chat.ChatFacePannel.face1006: 流泪
ddtKingWay.title: 弹王之路
consortiadomain.buildStopUse.waitRepair: 当前建筑处于报废状态，所带
来的功能将无法使用，可以通
过公会成员在公会领地里面对
该建筑进行加快复原，也可等
待建筑12小时之后自动复原。
自动复原：{0}
tank.helloween.txt11: 您还未抽取战斗增益，是否要进入游戏？
tank.view.chat.ChatFacePannel.face1007: 害羞
tank.fashion.gradeOrFightPowerNotEnough: 进入舞台失败，等级或战力过低!
consortiadomain.build.lowHp: {0}受到强烈攻击，剩余{1}%的血量，请优先保护
tank.helloween.txt12: 您已经有3个增益buff，抽奖会随机替换一个buff，是否继续？
tank.view.chat.ChatFacePannel.face1008: 闭嘴
tank.view.bead.buyNode1: 该类宝珠数量不足
consortiadomain.monsterIsComing: 公会雷达发现一大群怪物正从四面八方进攻公会领地，公会成员速速前往守护。
tank.dungeonExploration.buyReviveBuff: 确定花费{0}点券购买复活buff?
tank.view.chat.ChatFacePannel.face1009: 大哭
consortiadomain.cannotUseCurrentChannel: 当前频道不可用
tank.firstrecharge.txt1: 是否花费{0}金豆购买商品？
tank.view.chat.ChatFacePannel.face1010: 呲牙
ddt.bagInfo.notSociaty: 无公会点击操作无效
consortiadomain.buildRepair.fullPlayer: {0}的修复人员（{1}/{2}）已经充足，请稍后再来。
tank.firstrecharge.txt2: 金豆不足！
tank.view.chat.ChatFacePannel.face1011: 难过
ddtKingWay.remainingTime: 剩余时间
tank.fashion.vipOrActiveValueNotEnough: 进入舞台失败，活跃度过低!
consortiadomain.buildFirstBeBeat: {0}受到攻击，请速去支援。
tank.firstrecharge.txt3: 本周还可购买{0}
tank.view.chat.ChatFacePannel.face1012: 调皮
tank.view.bead.buyNoCardBox: 您背包中没有神秘卡盒，是否购买神秘卡盒？
consortiadomain.build1MinBeBeat: {0}受到持续攻击，请速去清理怪物。
